timestamp,phase,capacity,total_requests,total_volume,Teaching_requests,Teaching_volume,Teaching_weight,Non-teaching_requests,Non-teaching_volume,Non-teaching_weight,Managerial_requests,Managerial_volume,Managerial_weight,Non-managerial_requests,Non-managerial_volume,Non-managerial_weight,utilization
23900,Administrative,80,23,2427.2862235173543,4,260.6211798388905,0.28,2,612.3840723714355,0.12,10,102.80378964899995,0.35,7,1451.4771816580285,0.25,0.8090954078391182
23905,Administrative,80,15,1441.876508510979,2,218.5003944346559,0.28,3,551.981929200395,0.12,7,129.4793536302633,0.35,3,541.9148312456648,0.25,0.48062550283699296
23910,Administrative,80,22,1353.2920295402157,3,186.78028465777768,0.28,9,840.3640633645917,0.12,8,83.99375461034188,0.35,2,242.15392690750417,0.25,0.4510973431800719
23915,Administrative,80,23,2840.4072123520923,7,273.5103097853777,0.28,2,174.77703642030625,0.12,9,177.80683283598128,0.35,5,2214.3130333104273,0.25,0.946802404117364
23920,Administrative,80,29,4578.759113281601,7,456.8284065993815,0.28,9,2140.3161479199016,0.12,6,69.64812460915925,0.35,7,1911.966434153158,0.25,1.0
23925,Administrative,80,26,2635.5071336340093,8,659.6227143351448,0.28,4,817.3368656528912,0.12,9,53.88115428388291,0.35,5,1104.6663993620903,0.25,0.8785023778780031
23930,Administrative,80,18,2452.6109941312916,7,329.43995828898153,0.28,4,1906.277181492115,0.12,5,69.2102522319106,0.35,2,147.68360211828457,0.25,0.8175369980437639
23935,Administrative,80,21,3628.453669286321,3,60.43593960509774,0.28,1,122.74790799945342,0.12,9,109.67284587480636,0.35,8,3335.5969758069637,0.25,1.0
23940,Administrative,80,23,1410.7430047669932,3,163.82898236708374,0.28,4,452.8186630833136,0.12,11,199.1742815097102,0.35,5,594.9210778068856,0.25,0.4702476682556644
23945,Administrative,80,28,1706.5461116352826,6,141.59841434039393,0.28,1,504.4031543250489,0.12,13,197.86540468541693,0.35,8,862.6791382844228,0.25,0.5688487038784276
23950,Administrative,80,25,2271.957692114055,4,336.96994818943244,0.28,4,669.0618703200932,0.12,12,62.447442665073,0.35,5,1203.4784309394565,0.25,0.7573192307046851
23955,Administrative,80,22,2338.6253709435155,6,624.0776379724633,0.28,4,603.3643166934371,0.12,8,136.71227961052398,0.35,4,974.4711366670908,0.25,0.7795417903145052
23960,Administrative,80,21,3580.5684599549604,3,297.8766079610037,0.28,3,791.9382027973463,0.12,8,107.64455095043172,0.35,7,2383.1090982461787,0.25,1.0
23965,Administrative,80,12,678.5374059984277,2,171.19161002176287,0.28,2,352.20230555584146,0.12,8,155.14349042082347,0.35,0,0.0,0.25,0.22617913533280926
23970,Administrative,80,24,1194.6169324199882,7,337.56499788597307,0.28,1,381.4086793016443,0.12,10,75.54921879463399,0.35,6,400.0940364377369,0.25,0.39820564413999604
23975,Administrative,80,23,2894.123834965583,5,343.240826086879,0.28,8,1998.7760071653165,0.12,8,140.06934058269428,0.35,2,412.03766113069344,0.25,0.9647079449885275
23980,Administrative,80,22,1668.9772278342766,7,783.111817193687,0.28,5,465.27582161168255,0.12,9,85.70006970113472,0.35,1,334.88951932777246,0.25,0.5563257426114255
23985,Administrative,80,21,1878.8824624051967,4,325.204413945738,0.28,3,693.4466992997127,0.12,10,114.18963727886376,0.35,4,746.0417118808824,0.25,0.6262941541350655
23990,Administrative,80,19,2556.325712033693,4,208.15414950440925,0.28,7,1695.234906218981,0.12,4,21.256314898849883,0.35,4,631.6803414114528,0.25,0.8521085706778976
23995,Administrative,80,29,3029.8405982933627,9,627.5825376194543,0.28,4,768.036514756223,0.12,6,88.07278043887112,0.35,10,1546.148765478814,0.25,1.0
24000,Administrative,80,15,2512.7655372413587,3,344.0347485751297,0.28,1,62.582838857937475,0.12,7,112.95127860656916,0.35,4,1993.1966712017224,0.25,0.8375885124137863
24005,Administrative,80,16,1315.7068227852544,5,453.96693715062065,0.28,2,355.87148441736593,0.12,7,92.98382675168315,0.35,2,412.88457446558465,0.25,0.4385689409284182
24010,Administrative,80,21,2146.719735876349,2,160.3738847738579,0.28,5,320.95321101384866,0.12,6,36.65533238273176,0.35,8,1628.7373077059108,0.25,0.7155732452921164
24015,Administrative,80,35,4479.723074435735,6,671.2092672813045,0.28,7,731.0907305881894,0.12,8,54.841778570929364,0.35,14,3022.581297995312,0.25,1.0
24020,Administrative,80,25,2246.626440092623,6,286.23184058310545,0.28,3,364.8765504583368,0.12,11,148.40048275488542,0.35,5,1447.117566296295,0.25,0.7488754800308743
24025,Administrative,80,26,2844.013605684675,4,246.76226730631416,0.28,5,758.5111953768461,0.12,11,202.32546222904222,0.35,6,1636.4146807724726,0.25,0.948004535228225
24030,Administrative,80,22,4505.96249849962,2,224.92242832880524,0.28,6,486.6514665066812,0.12,7,138.39558268898008,0.35,7,3655.9930209751537,0.25,1.0
24035,Administrative,80,11,825.7298968778828,5,414.249200923216,0.28,1,136.5458516864598,0.12,4,37.9487148966482,0.35,1,236.98612937155875,0.25,0.2752432989592942
24040,Administrative,80,26,2924.466976982443,8,936.6515767535105,0.28,5,737.4647342256152,0.12,7,133.17599140930201,0.35,6,1117.1746745940154,0.25,0.9748223256608144
24045,Administrative,80,24,3490.2395642452166,7,772.4895772040419,0.28,3,541.0476212327776,0.12,5,74.11426490402788,0.35,9,2102.5881009043696,0.25,1.0
24050,Administrative,80,33,8127.518273697668,7,830.8134063839263,0.28,6,533.952875680706,0.12,12,177.2323411408951,0.35,8,6585.51965049214,0.25,1.0
24055,Administrative,80,22,2980.140628594044,3,314.1751683445895,0.28,4,1074.9655530118803,0.12,8,41.273101932547455,0.35,7,1549.7268053050263,0.25,0.993380209531348
24060,Administrative,80,16,2501.588330342963,2,131.12954514073002,0.28,7,1426.8953558081994,0.12,5,42.425967207720404,0.35,2,901.1374621863134,0.25,0.8338627767809876
24065,Administrative,80,15,1997.9168709186897,4,473.6091374290674,0.28,4,1291.5170052976027,0.12,5,70.55096921834675,0.35,2,162.23975897367265,0.25,0.66597229030623
24070,Administrative,80,22,1568.951063009194,5,277.94757581911983,0.28,6,422.3698922424528,0.12,6,105.40198887400237,0.35,5,763.2316060736191,0.25,0.5229836876697314
24075,Administrative,80,20,1925.946953189021,5,325.5290340372468,0.28,4,808.0766295046777,0.12,6,90.51353166330541,0.35,5,701.8277579837911,0.25,0.6419823177296737
24080,Administrative,80,21,1020.6551908654618,4,345.45616794317357,0.28,1,80.46249083437962,0.12,9,162.67011238502636,0.35,7,432.0664197028822,0.25,0.34021839695515393
24085,Administrative,80,20,1754.644437673925,5,541.3248094815913,0.28,4,828.7183940102632,0.12,7,43.41332338824178,0.35,4,341.1879107938289,0.25,0.5848814792246417
24090,Administrative,80,22,2681.5806703431726,7,507.0321183751025,0.28,4,773.4230429771897,0.12,6,70.13119808476301,0.35,5,1330.9943109061173,0.25,0.8938602234477242
24095,Administrative,80,21,2077.8900069537926,8,638.5089144542715,0.28,3,425.83256833282064,0.12,6,106.24955142363564,0.35,4,907.2989727430648,0.25,0.6926300023179308
24100,Administrative,80,28,3941.5282642742523,7,665.5367806327135,0.28,5,1457.854121961212,0.12,7,107.48685924904068,0.35,9,1710.650502431286,0.25,1.0
24105,Administrative,80,28,1287.1968079820285,8,524.1504763188013,0.28,2,353.0496370514922,0.12,14,228.2434830439972,0.35,4,181.75321156773768,0.25,0.42906560266067617
24110,Administrative,80,30,1252.4287694523055,3,81.29049679205062,0.28,4,265.40743440775026,0.12,12,145.03201601654828,0.35,11,760.6988222359563,0.25,0.4174762564841018
24115,Administrative,80,22,2160.609002058539,7,830.9407943134245,0.28,3,533.3005121121815,0.12,7,60.232396781349216,0.35,5,736.1352988515837,0.25,0.7202030006861796
24120,Administrative,80,18,1051.7503488318632,5,436.27055013790886,0.28,3,337.6438160969944,0.12,6,80.81339632921505,0.35,4,197.0225862677449,0.25,0.3505834496106211
24125,Administrative,80,12,1869.402839145054,5,570.7144012172109,0.28,1,193.9284443363416,0.12,3,32.08592753767598,0.35,3,1072.6740660538255,0.25,0.623134279715018
24130,Administrative,80,23,2167.222684529007,4,461.5583944853845,0.28,3,1058.149905069245,0.12,13,216.8367298494183,0.35,3,430.6776551249591,0.25,0.722407561509669
24135,Administrative,80,34,3523.771718162406,13,1064.5770438325417,0.28,4,1239.6563829986164,0.12,11,62.57564356688129,0.35,6,1156.962647764367,0.25,1.0
24140,Administrative,80,27,6730.222550897023,11,959.6545108659644,0.28,1,231.98841536602058,0.12,10,78.2694649476638,0.35,5,5460.3101597173745,0.25,1.0
24145,Administrative,80,24,2545.3118551616017,8,910.8288196975765,0.28,4,902.1701879495455,0.12,7,75.0471968069539,0.35,5,657.2656507075258,0.25,0.8484372850538673
24150,Administrative,80,26,2844.5529183386216,10,467.8747479644142,0.28,1,69.3240109919701,0.12,11,78.7047797888719,0.35,4,2228.6493795933657,0.25,0.9481843061128739
24155,Administrative,80,24,1669.7824166399514,0,65.35231039322301,0.28,7,912.2026747352477,0.12,13,100.52444880189323,0.35,4,591.7029827095876,0.25,0.5565941388799838
24160,Administrative,80,42,2997.200071002946,13,665.0998965001514,0.28,5,509.599947642011,0.12,12,232.42849081471581,0.35,12,1590.071736046068,0.25,0.9990666903343154
24165,Administrative,80,28,2561.568282499631,6,371.05909477703807,0.28,4,858.0660609991877,0.12,13,149.3717894609123,0.35,5,1183.0713372624928,0.25,0.8538560941665437
24170,Administrative,80,27,2323.220108706964,8,516.2215774458996,0.28,4,649.900897091441,0.12,9,51.34348715125411,0.35,6,1105.7541470183692,0.25,0.7744067029023213
24175,Administrative,80,32,2956.198700328042,11,1294.8535339846749,0.28,4,500.37205793667766,0.12,12,63.13702822818503,0.35,5,1097.8360801785045,0.25,0.985399566776014
24180,Administrative,80,21,1491.1081425000682,6,666.4364042995892,0.28,2,170.22725335995835,0.12,9,142.14155422594408,0.35,4,512.3029306145766,0.25,0.4970360475000227
24185,Administrative,80,19,1863.072943697919,5,381.58362096002577,0.28,3,672.7599305128016,0.12,7,94.30489013488463,0.35,4,714.4245020902072,0.25,0.6210243145659731
24190,Administrative,80,31,3369.70757307413,11,149.56331047681442,0.28,7,1713.497734741658,0.12,6,69.35251675211211,0.35,7,1437.2940111035457,0.25,1.0
24195,Administrative,80,23,3359.5064450073573,9,980.8581077746837,0.28,1,186.47130615217512,0.12,9,178.8867453044835,0.35,4,2013.290285776015,0.25,1.0
24200,Administrative,80,30,5978.571712323321,8,764.5311207157331,0.28,3,573.5294245250477,0.12,13,82.61129299206968,0.35,6,4557.899874090471,0.25,1.0
24205,Administrative,80,27,1901.2871101402884,7,637.4993215673135,0.28,3,450.3281918170241,0.12,11,217.4818062393628,0.35,6,595.9777905165879,0.25,0.6337623700467627
24210,Administrative,80,20,2192.8527963738284,3,359.41430730045914,0.28,5,936.0302868606294,0.12,8,98.87090501760463,0.35,4,798.537297195135,0.25,0.7309509321246095
24215,Administrative,80,30,2837.057749451449,9,852.9701374645048,0.28,3,303.3598279159672,0.12,15,127.78645391754455,0.35,3,1552.9413301534325,0.25,0.9456859164838164
24220,Administrative,80,32,4059.18082563227,4,426.94745287017287,0.28,7,969.7314889586904,0.12,10,114.15588899323943,0.35,11,2548.3459948101677,0.25,1.0
24225,Administrative,80,29,3009.9972168862064,4,446.0499548598366,0.28,7,1860.4588003233139,0.12,10,57.718148872346674,0.35,8,645.7703128307095,0.25,1.0
24230,Administrative,80,34,4606.458018536501,5,307.9261969497873,0.28,10,1393.8194780981078,0.12,10,66.77322012232828,0.35,9,2837.939123366278,0.25,1.0
24235,Administrative,80,26,1998.9300264693675,5,261.8965459423241,0.28,2,169.3559693340595,0.12,11,154.90009606078172,0.35,8,1412.7774151322021,0.25,0.6663100088231225
24240,Administrative,80,36,995.6742861767209,2,171.0792641938688,0.28,6,334.1889598864328,0.12,23,146.72562533558792,0.35,5,343.68043676083147,0.25,0.33189142872557365
24245,Administrative,80,27,2602.3330240742594,7,576.8351042581724,0.28,6,1076.2517339455965,0.12,9,152.84919351391812,0.35,5,796.3969923565724,0.25,0.8674443413580863
24250,Administrative,80,31,1145.4179830590888,2,179.98105864897605,0.28,5,442.18904528216,0.12,12,187.6350399265902,0.35,12,335.61283920136236,0.25,0.3818059943530296
24255,Administrative,80,36,4754.315897680877,13,1401.478312298557,0.28,6,1149.69584553556,0.12,8,133.27411402106347,0.35,9,2069.8676258256965,0.25,1.0
24260,Administrative,80,25,3694.214609363096,6,193.74839765860582,0.28,4,715.7175806016124,0.12,9,130.45464527090357,0.35,6,2654.293985831974,0.25,1.0
24265,Administrative,80,29,1755.1949371032374,4,439.18880545466095,0.28,5,911.7448417629442,0.12,11,63.522411136254384,0.35,9,340.7388787493781,0.25,0.5850649790344125
24270,Administrative,80,24,1950.1853110152501,4,81.96842769047686,0.28,5,1067.698310987781,0.12,9,139.5001179009289,0.35,6,661.0184544360634,0.25,0.6500617703384167
24275,Administrative,80,34,5511.392188006241,8,891.4833239304603,0.28,10,3666.750620822384,0.12,7,82.88681699394263,0.35,9,870.2714262594532,0.25,1.0
24280,Administrative,80,38,4565.280509789434,12,1109.1794703992534,0.28,9,2273.016961982192,0.12,11,87.73182341066038,0.35,6,1095.3522539973287,0.25,1.0
24285,Administrative,80,30,2948.8318020347488,5,497.1507742805567,0.28,6,614.2937855725964,0.12,11,108.79191305409636,0.35,8,1728.5953291274996,0.25,0.982943934011583
24290,Administrative,80,34,2265.9547963682808,11,538.4581289993981,0.28,6,876.3190140586742,0.12,9,47.250379841338734,0.35,8,803.9272734688695,0.25,0.7553182654560936
24295,Administrative,80,39,2448.115700103949,8,392.88734764087116,0.28,7,886.1048838535253,0.12,18,183.30117562134603,0.35,6,985.8222929882065,0.25,0.8160385667013165
24300,Administrative,80,25,2176.434982002949,6,500.6729743560516,0.28,3,896.202752101183,0.12,12,65.46489207823723,0.35,4,714.0943634674769,0.25,0.7254783273343163
24305,Administrative,80,36,2130.4732350256254,9,411.1637771253835,0.28,8,1021.9586029174964,0.12,10,78.19992230121466,0.35,9,619.1509326815312,0.25,0.7101577450085418
24310,Administrative,80,45,5152.61132735982,7,383.24310177151204,0.28,8,830.1155717356837,0.12,20,310.1474749227885,0.35,10,3629.105178929836,0.25,1.0
24315,Administrative,80,37,1819.4433307994316,7,482.28478091470754,0.28,7,657.9553904832203,0.12,16,174.93456833892714,0.35,7,504.2685910625765,0.25,0.6064811102664771
24320,Administrative,80,32,2830.6577260614763,7,834.846896284498,0.28,6,1234.7170580967904,0.12,13,187.34056666535747,0.35,6,573.7532050148302,0.25,0.9435525753538254
24325,Administrative,80,38,3169.3237585512707,9,572.9870491904937,0.28,5,615.6298022719236,0.12,16,288.9331251706732,0.35,8,1691.7737819181802,0.25,1.0
24330,Administrative,80,39,3272.9780593113187,8,567.8897315751485,0.28,7,868.9031956879495,0.12,17,134.67585293388655,0.35,7,1701.509279114334,0.25,1.0
24335,Administrative,80,29,2881.71083383329,6,587.240267314402,0.28,5,786.4279938156392,0.12,12,206.34904244372538,0.35,6,1301.6935302595232,0.25,0.9605702779444301
24340,Administrative,80,30,2518.5277728394976,10,1079.6416372514268,0.28,5,427.8204503198624,0.12,10,67.4220218449119,0.35,5,943.6436634232964,0.25,0.8395092576131657
24345,Administrative,80,40,5344.997833848767,13,1094.845065547096,0.28,9,1650.1243747529795,0.12,14,176.52441205458322,0.35,4,2423.5039814941088,0.25,1.0
24350,Administrative,80,30,3691.234490008098,9,775.4755835041575,0.28,5,644.7389086992694,0.12,9,132.52180530756988,0.35,7,2138.498192497101,0.25,1.0
24355,Administrative,80,42,7556.235486170715,9,940.8956384053172,0.28,6,1098.632792598268,0.12,18,330.3119466092769,0.35,9,5186.395108557854,0.25,1.0
24360,Administrative,80,47,13268.423007103522,10,428.3824484640529,0.28,10,2233.2193969878404,0.12,10,169.7695239708075,0.35,17,10437.051637680821,0.25,1.0
24365,Administrative,80,34,3702.9304561235977,6,641.5237884062003,0.28,7,1128.6425951259807,0.12,10,180.72007199890487,0.35,11,1752.0440005925116,0.25,1.0
24370,Administrative,80,46,9822.81548030395,6,534.1170724660615,0.28,10,1910.0582142757753,0.12,17,107.58194820757035,0.35,13,7271.058245354544,0.25,1.0
24375,Administrative,80,33,2767.863050990862,5,93.32214023320942,0.28,6,498.95302618133525,0.12,13,135.0472851321951,0.35,9,2040.5405994441223,0.25,0.9226210169969541
24380,Administrative,80,46,4533.102569493658,11,594.7360117698246,0.28,8,2282.5513329437854,0.12,18,94.11395499004179,0.35,9,1561.701269790006,0.25,1.0
24385,Administrative,80,35,1940.1082784064129,6,258.509058638438,0.28,4,290.7410201282051,0.12,18,343.1839441132551,0.35,7,1047.6742555265146,0.25,0.6467027594688043
24390,Administrative,80,37,2874.0893380568577,5,276.5438172032704,0.28,7,1123.9623484306794,0.12,13,130.5621126317675,0.35,12,1343.0210597911403,0.25,0.958029779352286
24395,Administrative,80,40,8079.633456228399,8,417.17122815127,0.28,9,4426.342187525378,0.12,11,107.61562669476304,0.35,12,3128.504413856989,0.25,1.0
24400,Administrative,80,26,1490.169881652258,10,753.2584516007828,0.28,0,0.0,0.12,9,120.60765935735543,0.35,7,616.3037706941197,0.25,0.49672329388408604
24405,Administrative,80,52,3730.0668670775744,12,365.8249449111559,0.28,9,2374.5922114174145,0.12,18,184.0585562558211,0.35,13,805.5911544931827,0.25,1.0
24410,Administrative,80,33,4844.133447365396,4,392.25233676875786,0.28,9,2871.5192877315744,0.12,14,250.3493987960817,0.35,6,1330.0124240689818,0.25,1.0
24415,Administrative,80,36,2170.027446026365,8,761.9588356921815,0.28,7,781.7850561193236,0.12,16,155.38612222001876,0.35,5,470.8974319948411,0.25,0.7233424820087884
24420,Administrative,80,62,5414.353580206646,14,1608.378696946072,0.28,7,1349.1884425728495,0.12,29,573.704485898266,0.35,12,1883.081954789459,0.25,1.0
24425,Administrative,80,44,3871.279106367353,13,1485.2564644814872,0.28,9,1870.6228410707884,0.12,19,366.76297705434433,0.35,3,148.6368237607329,0.25,1.0
24430,Administrative,80,54,3243.7017106737717,11,850.8984232976726,0.28,8,1305.0524072049313,0.12,22,183.5491435908917,0.35,13,904.2017365802762,0.25,1.0
24435,Administrative,80,38,3971.5971616323573,12,1184.0008055320409,0.28,8,987.6757400350945,0.12,14,143.46170502416277,0.35,4,1656.4589110410593,0.25,1.0
24440,Administrative,80,39,4711.806617262837,13,1535.971705353576,0.28,6,670.1029082072519,0.12,10,125.36587074986943,0.35,10,2380.366132952139,0.25,1.0
24445,Administrative,80,50,7545.0838648542785,13,1332.0283102306728,0.28,11,2372.9909124581686,0.12,19,205.67143263637078,0.35,7,3634.3932095290666,0.25,1.0
24450,Administrative,80,36,4053.8092125397247,7,654.6665356230711,0.28,5,1590.5392939865787,0.12,19,310.4716649535417,0.35,5,1498.1317179765333,0.25,1.0
24455,Administrative,80,46,6128.990559825112,17,1411.7487739207272,0.28,7,993.7307183365331,0.12,15,259.13833910209394,0.35,7,3464.372728465757,0.25,1.0
24460,Administrative,80,41,5675.8124391241045,6,520.5023864114343,0.28,8,3727.8289488666924,0.12,18,115.39278461162763,0.35,9,1312.0883192343497,0.25,1.0
24465,Administrative,80,46,5968.189123220736,8,914.1851503603456,0.28,8,1783.1999026332774,0.12,21,334.3518218699726,0.35,9,2936.452248357141,0.25,1.0
24470,Administrative,80,38,4044.182952478292,9,860.2802998158186,0.28,6,1602.897096713923,0.12,12,103.55677901648832,0.35,11,1477.4487769320622,0.25,1.0
24475,Administrative,80,37,7856.790820717435,10,1098.4648583970925,0.28,8,837.163841863747,0.12,11,74.68549695315184,0.35,8,5846.476623503443,0.25,1.0
24480,Administrative,80,36,3857.436235088736,13,1549.9396746653672,0.28,3,828.5584680083391,0.12,11,174.52368741100776,0.35,9,1304.414405004022,0.25,1.0
24485,Administrative,80,29,1920.7507409226441,13,1086.5844911425972,0.28,3,300.93852760353604,0.12,12,142.04224861947557,0.35,1,391.18547355703504,0.25,0.6402502469742146
24490,Administrative,80,48,4201.8713586591075,10,1029.6898898632423,0.28,7,1940.2177860083002,0.12,22,421.45159640552095,0.35,9,810.5120863820437,0.25,1.0
24495,Administrative,80,36,6702.458757647734,6,363.4197336773823,0.28,3,567.6645525738453,0.12,16,219.340683241517,0.35,11,5552.033788154989,0.25,1.0
24500,Administrative,80,37,3721.614717827494,6,585.0592582858271,0.28,5,971.2053161921,0.12,15,268.7193346707515,0.35,11,1896.6308086788154,0.25,1.0
24505,Administrative,80,38,6500.608962308474,8,376.32970670663883,0.28,7,1663.5132004039262,0.12,7,99.65167463991587,0.35,16,4361.114380557993,0.25,1.0
24510,Administrative,80,40,3966.2630221651007,9,559.05858059752,0.28,8,1195.0769324967284,0.12,14,202.745129266852,0.35,9,2009.382379804,0.25,1.0
24515,Administrative,80,51,6710.069988086225,10,603.4716782374591,0.28,10,2451.0628382466084,0.12,19,353.2109801928125,0.35,12,3302.324491409345,0.25,1.0
24520,Administrative,80,47,4866.444895517628,13,1427.6555651058811,0.28,10,2652.500724170934,0.12,13,257.91623784709464,0.35,11,528.3723683937175,0.25,1.0
24525,Administrative,80,39,4064.3823053137903,13,1445.9377889812022,0.28,9,505.33900155094443,0.12,11,61.47659666333581,0.35,6,2051.628918118308,0.25,1.0
24530,Administrative,80,42,5403.929502688248,5,507.88976220429026,0.28,8,2296.5554238877107,0.12,21,394.22530146665633,0.35,8,2205.2590151295913,0.25,1.0
24535,Administrative,80,38,4247.9766909773425,14,1038.6685626719031,0.28,8,2170.6364075331885,0.12,9,113.06515073237085,0.35,7,925.6065700398801,0.25,1.0
24540,Administrative,80,38,3479.7009315315113,6,431.9821168781936,0.28,5,523.5920212269427,0.12,16,187.93054961443,0.35,11,2336.196243811945,0.25,1.0
24545,Administrative,80,43,4110.78124346694,7,509.9601177221178,0.28,4,717.1894766109791,0.12,18,341.9627641801699,0.35,14,2541.6688849536736,0.25,1.0
24550,Administrative,80,34,2647.00930804443,7,741.7869422608899,0.28,6,759.6915345071001,0.12,12,194.32665919142747,0.35,9,951.2041720850126,0.25,0.8823364360148099
24555,Administrative,80,55,6805.234016461018,15,875.9449020376505,0.28,12,3104.9604496610527,0.12,17,98.41082681773051,0.35,11,2725.9178379445834,0.25,1.0
24560,Administrative,80,43,3248.6018041578895,9,783.9445064859669,0.28,6,710.7340957167514,0.12,15,201.29612902847103,0.35,13,1552.6270729267,0.25,1.0
24565,Administrative,80,40,2652.8698100155425,10,1174.0425344101773,0.28,7,457.0954739921313,0.12,15,98.78610372080084,0.35,8,922.945697892433,0.25,0.8842899366718475
24570,Administrative,80,54,10991.414615937065,19,666.2878468655431,0.28,4,197.67367726849923,0.12,17,306.93267279967677,0.35,14,9820.520419003346,0.25,1.0
24575,Administrative,80,36,3408.1397257632752,10,973.2049210680448,0.28,10,1369.8533690955285,0.12,9,150.96373198804886,0.35,7,914.1177036116528,0.25,1.0
24580,Administrative,80,55,6162.895157579753,15,1420.010936220364,0.28,13,1435.6026228087674,0.12,19,355.4020587624242,0.35,8,2951.879539788197,0.25,1.0
24585,Administrative,80,52,7872.900506074409,12,450.2154794530175,0.28,8,1532.7843758046456,0.12,24,287.75394006781715,0.35,8,5602.14671074893,0.25,1.0
24590,Administrative,80,54,4604.101789134179,10,921.0626073357264,0.28,8,338.5474089399211,0.12,23,204.50140755432065,0.35,13,3139.990365304211,0.25,1.0
24595,Administrative,80,37,4909.093096319511,7,713.1985335695683,0.28,11,2691.5213092977983,0.12,14,277.91500813359,0.35,5,1226.458245318554,0.25,1.0
24600,Administrative,80,65,5512.273044296509,19,1928.9218242013096,0.28,11,1851.3503352371404,0.12,18,96.7795657231363,0.35,17,1635.2213191349233,0.25,1.0
24605,Administrative,80,43,4673.085929046385,10,1033.3150160332843,0.28,11,1073.1291001351303,0.12,12,94.31247349817562,0.35,10,2472.3293393797944,0.25,1.0
24610,Administrative,80,63,5052.777064722717,15,1666.4948164891377,0.28,8,665.3006468970841,0.12,29,318.4088451127623,0.35,11,2402.572756223733,0.25,1.0
24615,Administrative,80,41,5426.8554218941035,14,1652.5950753561344,0.28,3,394.47048786099737,0.12,19,357.7080396923492,0.35,5,3022.0818189846227,0.25,1.0
24620,Administrative,80,50,4949.725860320433,14,1019.7084775714616,0.28,9,1653.6053117565712,0.12,17,187.81940293581133,0.35,10,2088.5926680565885,0.25,1.0
24625,Administrative,80,47,7039.612438436184,11,597.844478174875,0.28,6,668.802578186694,0.12,19,348.6312581749066,0.35,11,5424.334123899708,0.25,1.0
24630,Administrative,80,53,4845.061097527482,19,782.5665557939269,0.28,10,988.4797462671235,0.12,19,166.20921245969774,0.35,5,2907.8055830067337,0.25,1.0
24635,Administrative,80,60,3674.631561398097,10,904.596728811522,0.28,8,985.6464804336356,0.12,29,488.1796288882585,0.35,13,1296.2087232646809,0.25,1.0
24640,Administrative,80,50,3134.5448605764595,11,1074.472228497484,0.28,7,710.1701489479082,0.12,24,379.1591408520802,0.35,8,970.7433422789875,0.25,1.0
24645,Administrative,80,65,6785.015117210933,21,1568.3870214966432,0.28,16,3624.392527313586,0.12,17,295.9022590538477,0.35,11,1296.3333093468557,0.25,1.0
24650,Administrative,80,47,4369.545488332484,13,1262.8159191182606,0.28,11,1781.7114089803572,0.12,12,75.51924107201964,0.35,11,1249.498919161846,0.25,1.0
24655,Administrative,80,49,5961.406009483866,17,2005.6190526285493,0.28,9,2076.1993348880887,0.12,12,238.57856888317625,0.35,11,1641.009053084052,0.25,1.0
24660,Administrative,80,60,4500.2320470681125,13,1175.9120100399678,0.28,11,1551.4322934330478,0.12,20,193.53229807055203,0.35,16,1579.355445524545,0.25,1.0
24665,Administrative,80,48,4640.122218940676,11,1207.5229834020265,0.28,9,1858.8887181192117,0.12,21,370.758822272877,0.35,7,1202.951695146561,0.25,1.0
24670,Administrative,80,50,7127.2163257484535,13,1215.2206222746802,0.28,7,2084.422959605623,0.12,16,243.91380740263523,0.35,14,3583.658936465515,0.25,1.0
24675,Administrative,80,52,3117.5043738177387,13,948.4099131740589,0.28,13,830.4740010659823,0.12,14,133.7054669951545,0.35,12,1204.9149925825432,0.25,1.0
24680,Administrative,80,45,5259.872992134598,8,639.8797660067969,0.28,5,584.0428484064688,0.12,18,322.7066630646161,0.35,14,3713.2437146567154,0.25,1.0
24685,Administrative,80,63,6612.024909019419,13,1291.7335257477162,0.28,9,2584.3011371633006,0.12,27,205.84167765828164,0.35,14,2530.1485684501213,0.25,1.0
24690,Administrative,80,67,11740.703486527154,18,1928.536341216287,0.28,12,1299.4774706569488,0.12,23,334.5037250051419,0.35,14,8178.185949648777,0.25,1.0
24695,Administrative,80,48,7750.061598829702,10,876.288358083289,0.28,6,2215.906398350686,0.12,21,337.72472238270643,0.35,11,4320.142120013021,0.25,1.0
24700,Administrative,80,42,3462.0473516744846,14,1074.3387564996303,0.28,1,108.92764427089489,0.12,13,129.67933634536806,0.35,14,2149.1016145585913,0.25,1.0
24705,Administrative,80,55,9733.758612138163,13,531.6685177386253,0.28,8,862.2713322121456,0.12,19,234.28767602188236,0.35,15,8105.53108616551,0.25,1.0
24710,Administrative,80,45,8014.310094660021,12,1000.126708513139,0.28,4,664.4252946086325,0.12,20,297.48452612479554,0.35,9,6052.273565413453,0.25,1.0
24715,Administrative,80,47,2810.35443645796,12,876.198316473083,0.28,5,578.3047762314164,0.12,20,388.2444207206844,0.35,10,967.6069230327761,0.25,0.9367848121526533
24720,Administrative,80,48,6941.334542955296,8,392.3670146126437,0.28,11,3242.9770169509734,0.12,21,370.3609943191031,0.35,8,2935.6295170725757,0.25,1.0
24725,Administrative,80,45,2857.49110554854,7,573.1410618093153,0.28,8,670.8560689828221,0.12,25,378.9810161157924,0.35,5,1234.5129586406101,0.25,0.9524970351828467
